category,url,clicks,impressions,action_hint
B_google_only,https://stats47.jp/areas/02000/cities/02307,0,5,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/02000/cities/02323,0,8,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/02000/cities/02343,0,1,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/02000/cities/02367,0,1,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/02000/cities/02402,0,1,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/02000/cities/02405,0,1,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/02000/cities/02423,0,1,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/02000/cities/02442,0,1,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/02000/cities/02443,0,1,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/02000/cities/02445,0,1,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/03000/cities/03202,0,8,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/03000/cities/03211,0,9,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/04000/04203,0,1,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/04000/04205,0,9,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/04000/04208,0,3,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/04000/04213,0,3,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/04000/04324,0,1,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/04000/cities/04100,0,2,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/04000/cities/04202,0,1,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/04000/cities/04203,0,5,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/04000/cities/04205,0,14,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/04000/cities/04206,0,4,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/04000/cities/04207,0,2,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/04000/cities/04208,0,2,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/04000/cities/04214,0,1,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/04000/cities/04302,0,2,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/04000/cities/04324,0,1,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/04000/cities/04362,0,1,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/06000/06205,0,2,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/06000/06206,0,1,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/06000/06212,0,2,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/06000/06213,0,2,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/06000/06322,0,1,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/06000/06341,0,1,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/06000/cities/06201,0,5,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/06000/cities/06205,0,7,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/06000/cities/06206,0,1,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/06000/cities/06210,0,6,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/06000/cities/06211,0,2,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/06000/cities/06212,0,1,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/06000/cities/06322,0,4,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/06000/educationsports,0,6,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/07000/07205,0,5,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/07000/07207,0,5,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/07000/07208,0,3,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/07000/07210,0,7,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/07000/07211,0,2,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/07000/07212,0,1,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/07000/cities/07201,0,2,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/07000/cities/07204,0,7,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/07000/cities/07205,0,8,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/07000/cities/07207,0,6,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/07000/cities/07208,0,6,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/07000/cities/07210,0,1,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/07000/cities/07212,0,3,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/07000/cities/07214,0,5,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/07000/cities/07301,0,3,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/08000/08204,0,1,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/08000/cities/08204,0,7,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/08000/cities/08212,0,3,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/08000/cities/08341,0,1,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/09000/09211,0,4,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/09000/cities/09206,0,3,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/09000/cities/09211,0,14,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/09000/cities/09215,0,2,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/09000/cities/09361,0,1,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/09000/socialsecurity,0,2,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/10000/cities/10201,0,47,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/10000/cities/10204,0,37,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/10000/cities/10206,0,3,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/10000/cities/10208,0,22,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/10000/cities/10211,0,8,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/10000/cities/10367,0,2,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/10000/cities/10464,0,2,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/12000/cities/12212,0,1,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/12000/cities/12232,0,7,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/12000/cities/12410,0,1,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/12000/cities/12443,0,14,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/13000/administrativefinancial,0,6,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/13000/agriculture,0,3,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/13000/cities/13227,0,5,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/13000/commercial,0,10,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/13000/construction,0,2,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/13000/educationsports,0,8,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/13000/miningindustry,0,5,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/13000/safetyenvironment,0,1,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/14000/cities/14203,0,15,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/14000/cities/14206,0,13,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/14000/cities/14207,0,19,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/14000/cities/14214,0,17,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/14000/cities/14216,0,5,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/14000/cities/14217,0,11,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/14000/cities/14321,0,5,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/14000/cities/14361,0,2,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/14000/cities/14362,0,1,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/14000/cities/14363,0,10,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/14000/cities/14364,0,1,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/14000/cities/14366,0,1,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/14000/cities/14382,0,1,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/14000/cities/14383,0,4,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/14000/cities/14402,0,1,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/14000/educationsports,0,7,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/15000/cities/15202,0,6,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/15000/cities/15204,0,12,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/15000/cities/15205,0,12,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/15000/cities/15206,0,11,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/15000/cities/15208,0,10,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/15000/cities/15209,0,9,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/15000/cities/15210,0,12,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/15000/cities/15211,0,8,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/15000/cities/15213,0,14,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/15000/cities/15216,0,13,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/15000/cities/15217,0,9,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/15000/cities/15218,0,12,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/15000/cities/15222,0,15,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/15000/cities/15223,0,20,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/15000/cities/15224,0,13,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/15000/cities/15226,0,7,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/15000/cities/15586,0,5,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/15000/commercial,0,4,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/15000/educationsports,0,8,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/17000/17210,0,1,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/17000/17212,0,1,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/17000/17365,0,1,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/17000/administrativefinancial,0,5,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/17000/cities/17201,0,11,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/17000/cities/17202,0,2,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/17000/cities/17204,0,14,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/17000/cities/17206,0,12,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/17000/cities/17207,0,27,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/17000/cities/17210,0,12,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/17000/cities/17212,0,29,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/17000/cities/17361,0,3,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/17000/socialsecurity,0,1,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/18000/administrativefinancial,0,2,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/18000/cities/18205,0,4,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/18000/cities/18483,0,1,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/18000/commercial,0,12,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/18000/construction,0,13,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/18000/educationsports,0,10,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/18000/laborwage,0,2,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/18000/landweather,0,6,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/18000/miningindustry,0,5,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/20000/20201,0,3,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/20000/20204,0,1,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/20000/20208,0,1,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/20000/20212,0,3,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/20000/20214,0,3,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/20000/cities/20202,0,6,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/20000/cities/20203,0,10,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/20000/cities/20207,0,4,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/20000/cities/20212,0,9,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/20000/cities/20214,0,14,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/20000/cities/20217,0,4,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/21000/21404,0,2,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/21000/cities/21217,0,2,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/21000/cities/21404,0,1,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/22000/22130,0,3,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/22000/22203,0,4,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/22000/22206,0,3,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/22000/22209,0,2,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/22000/22213,0,2,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/22000/22219,0,2,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/22000/cities/22130,0,3,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/22000/cities/22203,0,9,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/22000/cities/22206,0,20,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
B_google_only,https://stats47.jp/areas/22000/cities/22212,0,2,T0 対策候補（sitemap 外だが Google 認識中 = 過去残骸）
