URL,前回のクロール,ステータス
https://storage.stats47.jp/ranking/prefecture/manufacturing-shipment-amount/2023/thumbnails/thumbnail,2026-04-12,保留
https://stats47.jp/ranking/cpi-change-rate-furniture,2026-04-12,保留
https://storage.stats47.jp/ranking/prefecture/production-age-population-ratio/2024/thumbnails/thumbnail,2026-04-12,保留
https://stats47.jp/areas/26000/26366,2026-04-12,保留
https://storage.stats47.jp/ranking/prefecture/woodland-area/2019/thumbnails/thumbnail,2026-04-12,保留
https://storage.stats47.jp/ranking/prefecture/municipality-count/2024/thumbnails/thumbnail,2026-04-12,保留
https://stats47.jp/blog/tags/法的トラブル,2026-04-12,保留
https://storage.stats47.jp/ranking/prefecture/air-passenger-transport/2023/thumbnails/thumbnail,2026-04-12,保留
https://stats47.jp/blog/tags/損害額,2026-04-12,保留
https://stats47.jp/blog/tags/食品安全,2026-04-12,保留
https://stats47.jp/administrativefinancial/fiscal-indicators/dashboard/01106,2026-04-12,保留
https://stats47.jp/blog/tags/セルフサービス,2026-04-12,保留
https://stats47.jp/blog/tags/教養娯楽,2026-04-12,保留
http://stats47.jp/dashboard/13101/dashboard/00000,2026-04-12,保留
https://stats47.jp/ranking/cpi-regional-difference-index-food-51cities100,2026-04-12,保留
https://stats47.jp/blog/tags/化学工業,2026-04-12,保留
https://stats47.jp/areas/40000/40229,2026-04-12,保留
https://stats47.jp/areas/04000/04202,2026-04-12,保留
https://stats47.jp/administrativefinancial/revenue/dashboard/00000,2026-04-12,保留
https://stats47.jp/blog/tags/自動車,2026-04-12,保留
https://stats47.jp/areas/07000/07201,2026-04-12,保留
https://stats47.jp/ranking/social-welfare-expenses-prefecture,2026-04-12,保留
https://stats47.jp/educationsports/special-education/dashboard/00000,2026-04-12,保留
https://stats47.jp/population/households/dashboard/27100,2026-04-12,保留
https://stats47.jp/socialsecurity/medical-expenses/dashboard/00000,2026-04-12,保留
https://stats47.jp/blog/tags/建設業,2026-04-12,保留
https://stats47.jp/population/commuting-school/dashboard/12203,2026-04-12,保留
https://stats47.jp/tag/weight,2026-04-11,保留
https://stats47.jp/tag/communication-costs,2026-04-11,保留
https://stats47.jp/tag/occupational-accidents,2026-04-11,保留
https://stats47.jp/dashboard/00000/dashboard/47000,2026-04-11,保留
https://stats47.jp/tag/manufacturing-location,2026-04-11,保留
https://stats47.jp/blog/tags/交通安全,2026-04-11,保留
https://stats47.jp/socialsecurity/pharmacies/dashboard/00000,2026-04-11,保留
https://stats47.jp/blog/tags/福祉サービス,2026-04-11,保留
https://stats47.jp/laborwage/labor-force-structure/dashboard/14100,2026-04-11,保留
https://stats47.jp/blog/tags/災害リスク,2026-04-11,保留
https://stats47.jp/ranking/elderly-couple-only-household-ratio,2026-04-11,保留
https://stats47.jp/ranking/cpi-regional-difference-index-food-tokyo100,2026-04-11,保留
https://stats47.jp/socialsecurity/long-term-care-insurance/dashboard/00000,2026-04-11,保留
https://stats47.jp/tag/fiscal-disparity,2026-04-11,保留
http://stats47.jp/dashboard/14000/00000,2026-04-11,保留
https://stats47.jp/blog/tags/自主財源,2026-04-11,保留
https://stats47.jp/ranking/gross-prefectural-product-fisheries-h27,2026-04-10,保留
https://stats47.jp/blog/tags/郵便局,2026-04-10,保留
https://stats47.jp/ranking/cpi-change-rate-healthcare,2026-04-10,保留
https://stats47.jp/ranking/consumer-price-difference-index-education,2026-04-10,保留
https://stats47.jp/ranking/projected-population-2045,2026-04-10,保留
https://stats47.jp/blog/tags/多文化共生,2026-04-10,保留
https://stats47.jp/areas/44000/44462,2026-04-10,保留
https://stats47.jp/blog/tags/金融商品,2026-04-10,保留
https://stats47.jp/ranking/projected-population-2035,2026-04-10,保留
https://stats47.jp/ranking/shipment-value-manufacturing-7,2026-04-10,保留
https://stats47.jp/ranking/cpi-change-rate-utilities,2026-04-10,保留
https://stats47.jp/areas/22000/22213,2026-04-10,保留
https://stats47.jp/blog/prefecture-rank/planned-construction-cost-per-m2/2023,2026-04-10,保留
https://stats47.jp/ranking/primary-activity-avg-time-male,2026-04-10,保留
https://stats47.jp/blog/prefecture-rank/cpi-regional-difference-index-furniture/2023,2026-04-10,保留
https://stats47.jp/tag/regional-revitalization,2026-04-10,保留
https://stats47.jp/blog/tags/リサイクル,2026-04-10,保留
https://stats47.jp/blog/tags/流入・流出,2026-04-10,保留
https://stats47.jp/dashboard/dentists-in-medical-facilities-per-100k/00000,2026-04-10,保留
https://stats47.jp/ranking/gross-prefectural-product-manufacturing-h27,2026-04-10,保留
https://stats47.jp/blog/tags/通信インフラ,2026-04-10,保留
https://stats47.jp/blog/tags/交通・通信,2026-04-09,保留
https://stats47.jp/areas/40000/40218,2026-04-09,保留
https://stats47.jp/population/birth-death/dashboard/00000,2026-04-09,保留
https://stats47.jp/blog/tags/福祉施設,2026-04-09,保留
https://stats47.jp/blog/tags/健康寿命,2026-04-09,保留
https://stats47.jp/ranking/retail-store-count-per-1000-alt,2026-04-09,保留
https://stats47.jp/privacy/basic-population/dashboard/00000,2026-04-09,保留
https://stats47.jp/tag/densely-inhabited-districts,2026-04-09,保留
https://stats47.jp/tag/forests,2026-04-09,保留
https://stats47.jp/tag/dual-income-households,2026-04-09,保留
https://stats47.jp/blog/tags/老年人口割合,2026-04-08,保留
https://stats47.jp/blog/tags/福祉人材,2026-04-08,保留
https://www.stats47.jp/stats/prefecture-rank/average-relative-humidity/2023,2026-04-08,保留
https://stats47.jp/blog/tags/青少年問題,2026-04-08,保留
https://stats47.jp/blog/tags/昼間人口比率,2026-04-07,保留
https://stats47.jp/blog/tags/気象データ,2026-04-07,保留
https://stats47.jp/blog/tags/家族構成,2026-04-06,保留
https://stats47.jp/blog/tags/人口統計,2026-04-06,保留
https://stats47.jp/blog/tags/国際化,2026-04-06,保留
https://stats47.jp/blog/tags/生命保険,2026-04-06,保留
https://stats47.jp/blog/tags/着工新設住宅,2026-04-06,保留
https://stats47.jp/blog/tags/地方公務員,2026-04-06,保留
https://stats47.jp/blog/tags/子育て支援,2026-04-06,保留
https://stats47.jp/blog/tags/火災保険,2026-04-06,保留
https://stats47.jp/blog/tags/財政健全性,2026-04-06,保留
https://stats47.jp/ranking/consumer-price-difference-index-furniture-household,2026-04-06,保留
https://stats47.jp/blog/tags/子どもの貧困,2026-04-05,保留
https://stats47.jp/blog/tags/行政事件,2026-04-04,保留
https://stats47.jp/blog/tags/着工新設持ち家,2026-04-04,保留
https://stats47.jp/blog/tags/生活利便性,2026-04-04,保留
https://stats47.jp/blog/tags/社会環境,2026-04-04,保留
https://stats47.jp/blog/tags/道路舗装,2026-04-04,保留
https://stats47.jp/blog/tags/自然増減率,2026-04-04,保留
https://stats47.jp/blog/tags/環境行政,2026-04-04,保留
https://stats47.jp/blog/tags/住宅市場,2026-04-04,保留
https://stats47.jp/blog/tags/産業構造,2026-04-04,保留
https://stats47.jp/blog/tags/小売店,2026-04-03,保留
https://stats47.jp/ranking/cpi-change-rate-housing,2026-04-03,保留
https://stats47.jp/tag/workers-compensation,2026-04-03,保留
https://stats47.jp/blog/tags/リハビリテーション,2026-04-02,保留
https://stats47.jp/blog/tags/製造業,2026-04-02,保留
https://stats47.jp/blog/tags/消火栓,2026-04-02,保留
https://stats47.jp/blog/tags/降水日数,2026-04-02,保留
https://stats47.jp/tag/park-area,2026-04-02,保留
https://stats47.jp/tag/monozukuri,2026-04-02,保留
https://stats47.jp/blog/tags/海外渡航,2026-04-02,保留
https://stats47.jp/blog/tags/住宅設備,2026-04-01,保留
https://stats47.jp/blog/tags/生活文化,2026-03-31,保留
https://stats47.jp/blog/tags/社会増減数,2026-03-31,保留
https://stats47.jp/blog/tags/消費者物価地域差指数,2026-03-31,保留
https://stats47.jp/blog/tags/保険契約,2026-03-31,保留
https://stats47.jp/ranking/projected-population-2050,2026-03-31,保留
https://stats47.jp/ranking/nursing-welfare-facilities-basic-tabulation-6510-per,2026-03-31,保留
https://stats47.jp/blog/tags/労働時間,2026-03-29,保留
https://stats47.jp/ranking/nursing-welfare-facilities-detailed-tabulation-6510-per,2026-03-29,保留
https://stats47.jp/blog/tags/二人以上の世帯,2026-03-28,保留
https://stats47.jp/blog/tags/雇用環境,2026-03-27,保留
http://stats47.jp/area-profile/basic-population,2026-03-26,保留
https://stats47.jp/ranking/projected-population-2030,2026-03-25,保留
https://stats47.jp/blog/tags/自動車産業,2026-03-25,保留
https://stats47.jp/blog/tags/保有契約件数,2026-03-25,保留
https://www.stats47.jp/stats/prefecture-rank/annual-precipitation/2023,2026-03-24,保留
https://stats47.jp/blog/tags/勤労者世帯,2026-03-23,保留
https://stats47.jp/blog/prefecture-rank/fire-insurance-claims-received-per-1000-households-alt/2022,2026-03-23,保留
https://stats47.jp/tag/産業構造,2026-03-23,保留
https://stats47.jp/tag/健康格差,2026-03-23,保留
https://stats47.jp/tag/道路舗装,2026-03-22,保留
https://stats47.jp/tag/生命保険,2026-03-22,保留
https://stats47.jp/tag/生活利便性,2026-03-22,保留
https://stats47.jp/tag/子どもの貧困,2026-03-22,保留
https://stats47.jp/tag/住宅市場,2026-03-22,保留
https://stats47.jp/blog/tags/食文化,2026-03-22,保留
https://stats47.jp/blog/tags/車両保険,2026-03-22,保留
https://stats47.jp/blog/prefecture-rank/fire-department-dispatch-count/2021,2026-03-20,保留
https://stats47.jp/ranking/prefecture/average-temperature,2026-03-20,保留
https://stats47.jp/ranking/prefecture/land-productivity-per-ha,2026-03-20,保留
https://stats47.jp/ranking/prefecture/habitable-area-ratio,2026-03-20,保留
http://stats47.jp/area,2026-03-19,保留
https://stats47.jp/ranking/prefecture/pharmaceutical-sales-count-per-100km2,2026-03-19,保留
https://stats47.jp/ranking/prefecture/ssdse-f-max-temp-avg,2026-03-19,保留
https://stats47.jp/ranking/prefecture/annual-precipitation-days,2026-03-19,保留
https://stats47.jp/ranking/prefecture/prefectural-nature-park-area,2026-03-19,保留
https://stats47.jp/ranking/prefecture/area-ratio-of-total,2026-03-19,保留
https://stats47.jp/ranking/prefecture/dental-clinic-count-per-100km2,2026-03-19,保留
https://stats47.jp/ranking/prefecture/national-park-area,2026-03-19,保留
https://stats47.jp/ranking/prefecture/junior-high-school-count-per-100km2-habitable,2026-03-19,保留
https://stats47.jp/ranking/prefecture/block-park-count-per-100km2,2026-03-19,保留
https://stats47.jp/ranking/prefecture/sports-park-count-per-100km2,2026-03-19,保留
https://stats47.jp/ranking/prefecture/nature-park-area-ratio,2026-03-19,保留
https://stats47.jp/ranking/prefecture/post-office-count-per-100km2,2026-03-19,保留
https://stats47.jp/ranking/prefecture/major-lake-area,2026-03-19,保留
https://stats47.jp/ranking/prefecture/maximum-snow-depth,2026-03-18,保留
https://storage.stats47.jp/ranking/prefecture/traffic-accident-count-per-population/2024/thumbnails/thumbnail,2026-03-16,保留
https://stats47.jp/blog/tags/ゴルフ,2026-03-15,保留
https://stats47.jp/areas/14000/14134,2026-03-15,保留
https://stats47.jp/areas/13000/13121,2026-03-15,保留
https://stats47.jp/ranking/final-education-population-university-graduate/dashboard/00000,2026-03-15,保留
https://stats47.jp/socialsecurity/illness-hospital-visits/dashboard/00000,2026-03-15,保留
https://stats47.jp/ranking/ssdse-f-snow-depth-over-20,2026-03-15,保留
https://stats47.jp/ranking/ssdse-c-lb051310,2026-03-14,保留
https://stats47.jp/blog/tags/証券投資,2026-03-14,保留
https://stats47.jp/dashboard/traffic-accidents/30000,2026-03-14,保留
https://stats47.jp/educationsports/educational-attainment/dashboard/13112,2026-03-14,保留
https://stats47.jp/blog/tags/小学校,2026-03-14,保留
https://stats47.jp/educationsports/compulsory-education/dashboard/00000,2026-03-14,保留
https://stats47.jp/administrativefinancial/tax-revenue/dashboard/01431,2026-03-14,保留
https://stats47.jp/population/population-movement/dashboard/04101,2026-03-14,保留
https://stats47.jp/blog/tags/所得,2026-03-14,保留
https://stats47.jp/dashboard/00000/dashboard/01000,2026-03-14,保留
https://stats47.jp/dashboard/00000/dashboard/12000,2026-03-14,保留
https://stats47.jp/economy/household-economy/dashboard/00000,2026-03-14,保留
https://stats47.jp/educationsports/high-school/dashboard/00000,2026-03-14,保留
https://stats47.jp/administrativefinancial/fiscal-indicators/dashboard/04202,2026-03-13,保留
https://stats47.jp/administrativefinancial/fiscal-indicators/dashboard/07203,2026-03-13,保留
https://stats47.jp/ranking/university-enrollment,2026-03-13,保留
https://stats47.jp/blog/tags/金融市場,2026-03-13,保留
https://stats47.jp/blog/tags/運動,2026-03-13,保留
https://stats47.jp/areas/13000/13112,2026-03-13,保留
https://stats47.jp/landweather/land-use/dashboard/00000,2026-03-13,保留
https://stats47.jp/safetyenvironment/pollution-environment/dashboard/00000,2026-03-13,保留
https://stats47.jp/socialsecurity/employment-insurance/dashboard/00000,2026-03-13,保留
https://stats47.jp/socialsecurity/medical-personnel/dashboard/00000,2026-03-13,保留
https://stats47.jp/socialsecurity/pension/dashboard/00000,2026-03-13,保留
https://stats47.jp/blog/tags/将来推計人口,2026-03-13,保留
https://stats47.jp/blog/tags/製造業立地,2026-03-13,保留
https://stats47.jp/blog/tags/二極化,2026-03-13,保留
https://stats47.jp/blog/tags/猛暑日,2026-03-13,保留
https://stats47.jp/areas/26000/26105,2026-03-13,保留
https://stats47.jp/blog/tags/サーモン養殖,2026-03-13,保留
https://stats47.jp/blog/tags/消費,2026-03-13,保留
https://stats47.jp/blog/tags/世帯収入,2026-03-12,保留
https://stats47.jp/blog/tags/歳入構成,2026-03-12,保留
https://stats47.jp/blog/tags/太陽光発電,2026-03-12,保留
https://stats47.jp/blog/tags/未婚率,2026-03-12,保留
https://stats47.jp/blog/tags/国土強靱化,2026-03-12,保留
https://stats47.jp/blog/tags/歳出,2026-03-12,保留
https://stats47.jp/blog/tags/産業構造変化,2026-03-12,保留
https://stats47.jp/blog/tags/訪日観光,2026-03-12,保留
https://stats47.jp/blog/tags/地産地消,2026-03-12,保留
https://stats47.jp/blog/tags/自殺率,2026-03-12,保留
https://stats47.jp/blog/tags/大学,2026-03-12,保留
https://stats47.jp/population/basic-population/dashboard/00000,2026-03-12,保留
https://stats47.jp/blog/tags/中小企業,2026-03-12,保留
https://stats47.jp/blog/tags/零細企業,2026-03-12,保留
https://stats47.jp/blog/tags/国内旅行,2026-03-12,保留
https://stats47.jp/blog/tags/苦情,2026-03-12,保留
https://stats47.jp/blog/tags/まちづくり,2026-03-12,保留
https://stats47.jp/blog/tags/美容,2026-03-12,保留
https://stats47.jp/blog/tags/TSMC,2026-03-12,保留
https://stats47.jp/blog/tags/国立公園,2026-03-12,保留
https://stats47.jp/blog/tags/世帯主収入,2026-03-12,保留
https://stats47.jp/blog/tags/テレビ視聴,2026-03-12,保留
https://stats47.jp/blog/tags/安全衛生,2026-03-12,保留
https://stats47.jp/blog/tags/若者流出,2026-03-12,保留
https://stats47.jp/blog/tags/進学率,2026-03-12,保留
https://stats47.jp/blog/tags/労災,2026-03-12,保留
https://stats47.jp/blog/tags/地域インフラ,2026-03-12,保留
https://stats47.jp/blog/tags/水道,2026-03-12,保留
https://stats47.jp/blog/tags/スポーツ行動者率,2026-03-12,保留
https://stats47.jp/blog/tags/労災保険,2026-03-12,保留
https://stats47.jp/blog/tags/体格,2026-03-12,保留
https://stats47.jp/blog/tags/インフラ格差,2026-03-12,保留
https://stats47.jp/blog/tags/晴れ,2026-03-12,保留
https://stats47.jp/blog/tags/気温,2026-03-12,保留
https://stats47.jp/blog/tags/EV,2026-03-12,保留
https://stats47.jp/blog/tags/合計特殊出生率,2026-03-12,保留
https://stats47.jp/blog/tags/将来負担比率,2026-03-12,保留
https://stats47.jp/blog/tags/6次産業化,2026-03-12,保留
https://stats47.jp/blog/tags/学校教育,2026-03-12,保留
https://stats47.jp/blog/tags/脱炭素,2026-03-12,保留
https://stats47.jp/blog/tags/台湾,2026-03-12,保留
https://stats47.jp/blog/tags/DX,2026-03-12,保留
https://stats47.jp/blog/tags/再生可能エネルギー,2026-03-12,保留
https://stats47.jp/blog/tags/理容,2026-03-12,保留
https://stats47.jp/blog/tags/商業地,2026-03-12,保留
https://stats47.jp/blog/tags/道路密度,2026-03-12,保留
https://stats47.jp/blog/tags/男子中学生,2026-03-12,保留
https://stats47.jp/blog/tags/建築費,2026-03-12,保留
https://stats47.jp/blog/tags/人口集中地区,2026-03-12,保留
https://stats47.jp/blog/tags/メディア消費,2026-03-12,保留
https://stats47.jp/blog/tags/昼夜間人口,2026-03-12,保留
https://stats47.jp/blog/tags/土木費,2026-03-12,保留
https://stats47.jp/blog/tags/上水道,2026-03-12,保留
https://stats47.jp/blog/tags/太陽光,2026-03-12,保留
https://stats47.jp/blog/tags/国土,2026-03-12,保留
https://stats47.jp/ranking/digital-textbook-rate-elementary,2026-03-12,保留
https://stats47.jp/areas/14000/14132,2026-03-12,保留
https://stats47.jp/dashboard/00000/dashboard/23000,2026-03-12,保留
https://stats47.jp/blog/tag/土地面積,2026-03-12,保留
https://stats47.jp/blog/tag/人口統計,2026-03-12,保留
https://stats47.jp/blog/tag/データ可視化,2026-03-12,保留
https://stats47.jp/blog/tags/生活費,2026-03-12,保留
https://stats47.jp/dashboard/00000/dashboard/15000,2026-03-11,保留
https://stats47.jp/dashboard/00000/dashboard/27000,2026-03-11,保留
https://stats47.jp/blog/prefecture-rank/hobby-leisure-avg-time-employed-female/2021,2026-03-11,保留
https://stats47.jp/ranking/youth-education-facility-count-per-million/dashboard/00000,2026-03-11,保留
https://stats47.jp/educationsports/educational-attainment/dashboard/14100,2026-03-11,保留
https://stats47.jp/population/birth-death/dashboard/23100,2026-03-11,保留
https://stats47.jp/educationsports/educational-attainment/dashboard/14130,2026-03-11,保留
https://stats47.jp/administrativefinancial/tax-revenue/dashboard/05464,2026-03-11,保留
https://stats47.jp/educationsports/educational-attainment/dashboard/13100,2026-03-11,保留
https://stats47.jp/construction/housing-ownership/dashboard/00000,2026-03-11,保留
https://stats47.jp/energy/infrastructure-energy/dashboard/00000,2026-03-11,保留
https://stats47.jp/infrastructure/public-transport/dashboard/00000,2026-03-11,保留
https://stats47.jp/laborwage/industrial-structure/dashboard/00000,2026-03-11,保留
https://stats47.jp/population/marriage/dashboard/00000,2026-03-11,保留
https://stats47.jp/tourism/tourism-accommodation/dashboard/00000,2026-03-11,保留
https://stats47.jp/tourism/transportation/dashboard/00000,2026-03-11,保留
https://stats47.jp/blog/tags/流出人口比率,2026-03-11,保留
http://stats47.jp/population/population-movement/dashboard/00000,2026-03-11,保留
https://stats47.jp/administrativefinancial/staff-assembly-election/dashboard/00000,2026-03-10,保留
https://stats47.jp/agriculture/agricultural-household/dashboard/00000,2026-03-10,保留
https://stats47.jp/educationsports/college-university/dashboard/00000,2026-03-10,保留
https://stats47.jp/laborwage/wages-working-conditions/dashboard/00000,2026-03-10,保留
https://stats47.jp/landweather/land-area/dashboard/00000,2026-03-10,保留
https://stats47.jp/socialsecurity/death-statistics/dashboard/00000,2026-03-10,保留
http://stats47.jp/population/commuting-school/dashboard/13103,2026-03-10,保留
http://stats47.jp/dashboard/13102/population/commuting-school,2026-03-10,保留
https://stats47.jp/dashboard/13100/population/commuting-school,2026-03-10,保留
http://stats47.jp/dashboard/13103/population/commuting-school,2026-03-10,保留
https://stats47.jp/blog/tags/女子中学生,2026-03-10,保留
https://stats47.jp/population/commuting-school/dashboard/13103,2026-03-10,保留
https://stats47.jp/area-profile/01000/dashboard/00000,2026-03-10,保留
https://stats47.jp/population/commuting-school/dashboard/13104,2026-03-10,保留
https://stats47.jp/population/commuting-school/dashboard/13102,2026-03-10,保留
