URL,前回のクロール,ステータス
https://stats47.jp/ranking/number-of-establishments-manufacturing,2026-02-26,保留
https://stats47.jp/ranking/gross-prefectural-product-agriculture-h27,2026-02-26,保留
https://stats47.jp/ranking/primary-activity-avg-time-female,2026-02-26,保留
https://stats47.jp/ranking/ssdse-f-min-temp-avg,2026-02-26,保留
https://stats47.jp/ranking/agricultural-output-per-worker-individual-farm,2026-02-26,保留
https://stats47.jp/ranking/media-avg-time-unemployed-female,2026-02-26,保留
https://stats47.jp/ranking/ssdse-c-lb054003,2026-02-26,保留
https://stats47.jp/ranking/ssdse-d-mb03,2026-02-26,保留
https://stats47.jp/ranking/prefectural-income-growth-rate-h23,2026-02-26,保留
https://stats47.jp/ranking/marine-aquaculture-output,2026-02-26,保留
https://stats47.jp/ranking/ssdse-d-md25,2026-02-26,保留
https://stats47.jp/ranking/ssdse-c-lb054002,2026-02-26,保留
https://stats47.jp/ranking/ssdse-c-lb080003,2026-02-26,保留
https://stats47.jp/ranking/male-part-time-hourly-wage,2026-02-26,保留
https://stats47.jp/ranking/agriculture-forestry-fisheries-expenditure-ratio-pref-finance,2026-02-26,保留
https://stats47.jp/ranking/ssdse-c-lb103004,2026-02-26,保留
https://stats47.jp/ranking/employee-ratio-10-29-employee-establishments-private,2026-02-26,保留
https://stats47.jp/ranking/ssdse-c-lb061009,2026-02-26,保留
https://stats47.jp/ranking/ssdse-d-mg53,2026-02-26,保留
https://stats47.jp/ranking/gross-prefectural-product-agriculture-forestry-fisheries-h27,2026-02-26,保留
https://stats47.jp/ranking/ssdse-c-lb092010,2026-02-26,保留
https://stats47.jp/ranking/densely-populated-area-change-rate,2026-02-26,保留
https://stats47.jp/ranking/ssdse-c-lb053003,2026-02-26,保留
https://stats47.jp/ranking/self-service-store-count-per-100k,2026-02-26,保留
https://stats47.jp/ranking/ssdse-c-lb092005,2026-02-26,保留
https://stats47.jp/ranking/smartphone-ownership-multi-person-households-per-1000,2026-02-26,保留
https://stats47.jp/ranking/ssdse-c-lb041001,2026-02-26,保留
https://stats47.jp/ranking/average-height-middle-school-second-grade-female,2026-02-26,保留
https://stats47.jp/ranking/middle-aged-employment-rate-45plus,2026-02-26,保留
https://stats47.jp/ranking/total-inpatients,2026-02-26,保留
https://stats47.jp/ranking/per-capita-elderly-welfare-expenditure-65plus-pref-municipal,2026-02-26,保留
https://stats47.jp/ranking/ssdse-c-lb110007,2026-02-26,保留
https://stats47.jp/ranking/ssdse-c-lb051305,2026-02-26,保留
https://stats47.jp/ranking/ssdse-f-precipitation,2026-02-26,保留
https://stats47.jp/ranking/nursing-welfare-facility-count-per-100k-65plus,2026-02-26,保留
https://stats47.jp/ranking/annual-income-per-household,2026-02-26,保留
https://stats47.jp/ranking/employee-ratio-100-299-employee-establishments-private,2026-02-26,保留
https://stats47.jp/ranking/ssdse-c-lb121106,2026-02-26,保留
https://stats47.jp/ranking/physical-disability-rehabilitation-facility-residents-per-100k,2026-02-26,保留
https://stats47.jp/ranking/per-student-public-high-school-expenditure-pref-municipal,2026-02-26,保留
https://stats47.jp/ranking/ssdse-c-lb013005,2026-02-26,保留
https://stats47.jp/ranking/ssdse-c-lb031001,2026-02-26,保留
https://stats47.jp/ranking/ssdse-c-lb021106,2026-02-26,保留
https://stats47.jp/ranking/ssdse-c-lb022002,2026-02-26,保留
https://stats47.jp/ranking/ssdse-c-lb021102,2026-02-26,保留
https://stats47.jp/ranking/room-aircon-ownership-multi-person-households-per-1000,2026-02-26,保留
https://stats47.jp/ranking/ssdse-c-lb092003,2026-02-26,保留
https://stats47.jp/ranking/ssdse-c-lb080006,2026-02-26,保留
https://stats47.jp/ranking/unmarried-ratio-male-30-34,2026-02-26,保留
https://stats47.jp/ranking/ssdse-c-lb021109,2026-02-26,保留
https://stats47.jp/ranking/national-park-area,2026-02-26,保留
https://stats47.jp/ranking/intellectual-disability-support-facility-count-per-1m,2026-02-26,保留
https://stats47.jp/ranking/ssdse-c-lb054004,2026-02-26,保留
https://stats47.jp/ranking/ssdse-c-lb072007,2026-02-26,保留
https://stats47.jp/ranking/ssdse-c-lb021103,2026-02-26,保留
https://stats47.jp/ranking/ssdse-c-lb054007,2026-02-26,保留
https://stats47.jp/ranking/ssdse-c-lb061010,2026-02-26,保留
https://stats47.jp/ranking/local-special-grant-prefecture,2026-02-26,保留
https://stats47.jp/ranking/foreign-resident-count-china,2026-02-26,保留
https://stats47.jp/ranking/local-government-final-consumption-expenditure-nominal-h27,2026-02-26,保留
https://stats47.jp/ranking/ssdse-c-lb051210,2026-02-26,保留
https://stats47.jp/ranking/ssdse-c-lb061014,2026-02-26,保留
https://stats47.jp/ranking/gross-prefectural-product-construction-h27,2026-02-26,保留
https://stats47.jp/ranking/ssdse-c-lb061013,2026-02-26,保留
https://stats47.jp/ranking/ssdse-c-lb021114,2026-02-26,保留
https://stats47.jp/ranking/property-income-h27,2026-02-26,保留
https://stats47.jp/ranking/ssdse-f-wind-over-20,2026-02-26,保留
https://stats47.jp/ranking/senior-welfare-center-staff-per-100k-65plus,2026-02-26,保留
https://stats47.jp/ranking/ssdse-c-lb014001,2026-02-26,保留
https://stats47.jp/ranking/ssdse-c-lb023002,2026-02-26,保留
https://stats47.jp/ranking/ssdse-c-lb072008,2026-02-26,保留
https://stats47.jp/ranking/work-avg-time-employed-male,2026-02-26,保留
https://stats47.jp/ranking/ssdse-c-lb121102,2026-02-26,保留
https://stats47.jp/ranking/ssdse-d-mc19,2026-02-26,保留
https://stats47.jp/ranking/prefectural-income-growth-rate-h17,2026-02-26,保留
https://stats47.jp/ranking/average-weight-primary-school-fifth-grade-female,2026-02-26,保留
https://stats47.jp/ranking/high-school-new-graduates-job-opening-ratio,2026-02-26,保留
https://stats47.jp/ranking/ssdse-c-lb072011,2026-02-26,保留
https://stats47.jp/ranking/foreign-resident-count-china-per-100k,2026-02-26,保留
https://stats47.jp/ranking/agricultural-employment-population,2026-02-26,保留
https://stats47.jp/ranking/new-graduate-scheduled-salary-highschool-female,2026-02-26,保留
https://stats47.jp/ranking/tertiary-activity-avg-time-employed-female,2026-02-26,保留
https://stats47.jp/ranking/population-density-per-km2-total-area,2026-02-26,保留
https://stats47.jp/ranking/average-propensity-to-consume-of-farm-households,2026-02-26,保留
https://stats47.jp/ranking/ssdse-f-humidity,2026-02-25,保留
https://stats47.jp/ranking/ssdse-c-lb013001,2026-02-25,保留
https://stats47.jp/ranking/ssdse-d-md02,2026-02-25,保留
https://stats47.jp/ranking/gross-prefectural-income-growth-rate-real-h17,2026-02-25,保留
https://stats47.jp/ranking/ssdse-c-lb051308,2026-02-25,保留
https://stats47.jp/ranking/ssdse-c-lb121109,2026-02-25,保留
https://stats47.jp/ranking/ssdse-c-lb032002,2026-02-25,保留
https://stats47.jp/ranking/ssdse-c-lb071001,2026-02-25,保留
https://stats47.jp/ranking/divorced-ratio-male-50-59,2026-02-25,保留
https://stats47.jp/ranking/ssdse-c-lb110004,2026-02-25,保留
https://stats47.jp/ranking/public-assistance-expenditure-ratio-pref-finance,2026-02-25,保留
https://stats47.jp/ranking/total-general-project-investment,2026-02-25,保留
https://stats47.jp/ranking/shipment-value-manufacturing-food,2026-02-25,保留
https://stats47.jp/ranking/welfare-commissioner-count-per-100k,2026-02-25,保留
https://stats47.jp/ranking/ssdse-c-lb102003,2026-02-25,保留
https://stats47.jp/ranking/gross-prefectural-income-growth-rate-nominal-h27,2026-02-25,保留
https://stats47.jp/ranking/ssdse-d-md04,2026-02-25,保留
https://stats47.jp/ranking/ssdse-c-lb042001,2026-02-25,保留
https://stats47.jp/ranking/ssdse-c-lb013003,2026-02-25,保留
https://stats47.jp/ranking/dental-guidance-persons-per-1000,2026-02-25,保留
https://stats47.jp/ranking/average-weight-high-school-second-grade-male,2026-02-25,保留
https://stats47.jp/ranking/ssdse-f-tropical-days-35,2026-02-25,保留
https://stats47.jp/ranking/hobby-leisure-avg-time-employed-female,2026-02-25,保留
https://stats47.jp/ranking/public-assistance-nursing-beneficiaries-per-1000,2026-02-25,保留
https://stats47.jp/ranking/ssdse-d-mc07,2026-02-25,保留
https://stats47.jp/ranking/ssdse-f-wind-over-15,2026-02-25,保留
https://stats47.jp/ranking/psychiatric-hospital-avg-length-of-stay,2026-02-25,保留
https://stats47.jp/ranking/home-helper-users-per-office,2026-02-24,保留
https://stats47.jp/ranking/health-checkup-rate-lifestyle-diseases,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb121105,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb103003,2026-02-24,保留
https://stats47.jp/ranking/total-outpatients,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb024002,2026-02-24,保留
https://stats47.jp/ranking/overseas-travel-annual-participation-rate-10plus,2026-02-24,保留
https://stats47.jp/ranking/crude-birth-rate,2026-02-24,保留
https://stats47.jp/ranking/work-avg-time-employed-female,2026-02-24,保留
https://stats47.jp/ranking/average-life-expectancy-male,2026-02-24,保留
https://stats47.jp/ranking/japan-health-insurance-society-enrollees-per-1000,2026-02-24,保留
https://stats47.jp/ranking/public-assistance-housing-beneficiaries-per-1000,2026-02-24,保留
https://stats47.jp/ranking/ssdse-d-md14,2026-02-24,保留
https://stats47.jp/ranking/charcoal-production,2026-02-24,保留
https://stats47.jp/ranking/elderly-general-worker-old-population-ratio-pre2019,2026-02-24,保留
https://stats47.jp/ranking/ssdse-d-md28,2026-02-24,保留
https://stats47.jp/ranking/ssdse-d-mg52,2026-02-24,保留
https://stats47.jp/ranking/utilities-expenditure-ratio-multi-person-households,2026-02-24,保留
https://stats47.jp/ranking/gdp-growth-rate-pref-h17,2026-02-24,保留
https://stats47.jp/ranking/ssdse-d-mb05,2026-02-24,保留
https://stats47.jp/ranking/ssdse-d-mc01,2026-02-24,保留
https://stats47.jp/ranking/hobby-leisure-avg-time-unemployed-male,2026-02-24,保留
https://stats47.jp/ranking/ssdse-d-md16,2026-02-24,保留
https://stats47.jp/ranking/psychiatric-outpatients-per-fulltime-physician-per-day,2026-02-24,保留
https://stats47.jp/ranking/unmarried-ratio-male-25-29,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb021203,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb092008,2026-02-24,保留
https://stats47.jp/ranking/general-project-investment-erosion-flood-control,2026-02-24,保留
https://stats47.jp/ranking/agriculture-forestry-fisheries-expenses-prefecture,2026-02-24,保留
https://stats47.jp/ranking/per-capita-education-expenditure-pref-municipal,2026-02-24,保留
https://stats47.jp/ranking/ssdse-d-mg05,2026-02-24,保留
https://stats47.jp/ranking/passport-issuance-count-per-thousand,2026-02-24,保留
https://stats47.jp/ranking/travel-leisure-annual-participation-rate-15plus,2026-02-24,保留
https://stats47.jp/ranking/employee-ratio-5-9-employee-establishments-private,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb101003,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb021108,2026-02-24,保留
https://stats47.jp/ranking/standard-price-change-rate-residential,2026-02-24,保留
https://stats47.jp/ranking/ssdse-f-avg-temp-over-25,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb051201,2026-02-24,保留
https://stats47.jp/ranking/shipment-value-manufacturing-textile,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb091004,2026-02-24,保留
https://stats47.jp/ranking/specialized-school-count-per-100k,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb091003,2026-02-24,保留
https://stats47.jp/ranking/ssdse-d-md15,2026-02-24,保留
https://stats47.jp/ranking/large-retail-store-count-per-100k-alt,2026-02-24,保留
https://stats47.jp/ranking/ssdse-f-min-temp-under-0,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb072005,2026-02-24,保留
https://stats47.jp/ranking/car-ownership-multi-person-households-per-1000,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb031005,2026-02-24,保留
https://stats47.jp/ranking/avg-propensity-to-consume-worker-households,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb042002,2026-02-24,保留
https://stats47.jp/ranking/environmental-sanitation-expenses-prefecture,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb032004,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb051207,2026-02-24,保留
https://stats47.jp/ranking/average-weight-middle-school-second-grade-female,2026-02-24,保留
https://stats47.jp/ranking/investment-contributions-prefecture,2026-02-24,保留
https://stats47.jp/ranking/financial-assets-balance-multi-person-households,2026-02-24,保留
https://stats47.jp/ranking/ssdse-d-mb06,2026-02-24,保留
https://stats47.jp/ranking/per-capita-disaster-recovery-expenditure-pref-municipal,2026-02-24,保留
https://stats47.jp/ranking/widowed-ratio-female-60plus,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb051301,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb061004,2026-02-24,保留
https://stats47.jp/ranking/junior-college-new-graduates-unemployment-rate,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb021107,2026-02-24,保留
https://stats47.jp/ranking/piano-ownership-multi-person-households-per-1000,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb072015,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb021201,2026-02-24,保留
https://stats47.jp/ranking/specialized-school-students-per-1000,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb052001,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb080005,2026-02-24,保留
https://stats47.jp/ranking/net-decrease-rate-land-house-loans-worker-households,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb080013,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb080015,2026-02-24,保留
https://stats47.jp/ranking/ssdse-d-mg14,2026-02-24,保留
https://stats47.jp/ranking/tertiary-industry-employees-per-establishment,2026-02-24,保留
https://stats47.jp/ranking/fire-department-pump-car-count-per-100-thousand-people,2026-02-24,保留
https://stats47.jp/ranking/secondary-activity-avg-time-employed-female,2026-02-24,保留
https://stats47.jp/ranking/mental-health-expenses-prefecture,2026-02-24,保留
https://stats47.jp/ranking/life-expectancy-0-male,2026-02-24,保留
https://stats47.jp/ranking/secondary-activity-avg-time-unemployed-male,2026-02-24,保留
https://stats47.jp/ranking/ssdse-d-md20,2026-02-24,保留
https://stats47.jp/ranking/maintenance-repair-expenses-prefecture,2026-02-24,保留
https://stats47.jp/ranking/ssdse-d-md09,2026-02-24,保留
https://stats47.jp/ranking/shipment-value-manufacturing-9,2026-02-24,保留
https://stats47.jp/ranking/establishment-ratio-10-29-employees-private,2026-02-24,保留
https://stats47.jp/ranking/clothing-footwear-expenditure-ratio-multi-person-households,2026-02-24,保留
https://stats47.jp/ranking/row-house-ratio,2026-02-24,保留
https://stats47.jp/ranking/tatami-per-person-owner,2026-02-24,保留
https://stats47.jp/ranking/reserve-funds-prefecture,2026-02-24,保留
https://stats47.jp/ranking/public-health-expenses-prefecture,2026-02-24,保留
https://stats47.jp/ranking/ssdse-f-avg-wind-speed,2026-02-24,保留
https://stats47.jp/ranking/ssdse-d-md11,2026-02-24,保留
https://stats47.jp/ranking/gross-prefectural-income-growth-rate-nominal-h17,2026-02-24,保留
https://stats47.jp/ranking/paid-nursing-home-residents-per-1000-65plus,2026-02-24,保留
https://stats47.jp/ranking/ssdse-f-snowfall-over-10,2026-02-24,保留
https://stats47.jp/ranking/ssdse-f-sunlight-under-01,2026-02-24,保留
https://stats47.jp/ranking/divorced-ratio-female-50-59,2026-02-24,保留
https://stats47.jp/ranking/ssdse-d-md271,2026-02-24,保留
https://stats47.jp/ranking/ssdse-d-mg04,2026-02-24,保留
https://stats47.jp/ranking/ssdse-d-mc11,2026-02-24,保留
https://stats47.jp/ranking/ssdse-d-mb021,2026-02-24,保留
https://stats47.jp/ranking/ssdse-d-mb022,2026-02-24,保留
https://stats47.jp/ranking/tertiary-industry-establishment-ratio,2026-02-24,保留
https://stats47.jp/ranking/ssdse-d-md06,2026-02-24,保留
https://stats47.jp/ranking/ssdse-d-md19,2026-02-24,保留
https://stats47.jp/ranking/ssdse-d-mc17,2026-02-24,保留
https://stats47.jp/ranking/shipment-value-manufacturing-19,2026-02-24,保留
https://stats47.jp/ranking/furniture-household-goods-expenditure-ratio-multi-person-households,2026-02-24,保留
https://stats47.jp/ranking/paid-nursing-home-count-per-100k-65plus,2026-02-24,保留
https://stats47.jp/ranking/ssdse-d-md23,2026-02-24,保留
https://stats47.jp/ranking/general-project-investment-railway,2026-02-24,保留
https://stats47.jp/ranking/ssdse-d-mg12,2026-02-24,保留
https://stats47.jp/ranking/establishment-ratio-5-9-employees-private,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb110002,2026-02-24,保留
https://stats47.jp/ranking/inpatients-per-nurse-per-day,2026-02-24,保留
https://stats47.jp/ranking/ssdse-d-mg15,2026-02-24,保留
https://stats47.jp/ranking/standardized-mortality-rate-per-1000,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb024003,2026-02-24,保留
https://stats47.jp/ranking/ssdse-f-sunlight-rate-over-40,2026-02-24,保留
https://stats47.jp/ranking/per-capita-welfare-expenditure-pref-municipal,2026-02-24,保留
https://stats47.jp/ranking/ssdse-f-precip-over-30,2026-02-24,保留
https://stats47.jp/ranking/shipment-value-manufacturing-beverage,2026-02-24,保留
https://stats47.jp/ranking/inland-aquaculture-harvest,2026-02-24,保留
https://stats47.jp/ranking/avg-savings-rate-worker-households,2026-02-24,保留
https://stats47.jp/ranking/ssdse-f-max-snow-depth,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb121104,2026-02-24,保留
https://stats47.jp/ranking/ssdse-f-snowfall-total,2026-02-24,保留
https://stats47.jp/ranking/simple-life-insurance-contract-count-per-population,2026-02-24,保留
https://stats47.jp/ranking/psychiatric-inpatients-per-nurse-per-day,2026-02-24,保留
https://stats47.jp/ranking/shipment-value-manufacturing-1,2026-02-24,保留
https://stats47.jp/ranking/per-child-student-special-support-school-expenditure-pref-municipal,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb092006,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb021110,2026-02-24,保留
https://stats47.jp/ranking/shipment-value-manufacturing-18,2026-02-24,保留
https://stats47.jp/ranking/housing-land-liabilities-ratio-multi-person-households,2026-02-24,保留
https://stats47.jp/ranking/elderly-workers-ratio,2026-02-24,保留
https://stats47.jp/ranking/unemployment-rate,2026-02-24,保留
https://stats47.jp/ranking/ssdse-d-md24,2026-02-24,保留
https://stats47.jp/ranking/household-head-annual-income-per-household,2026-02-24,保留
https://stats47.jp/ranking/elderly-general-worker-old-population-ratio,2026-02-24,保留
https://stats47.jp/ranking/per-capita-public-assistance-expenditure-protected-pref-municipal,2026-02-24,保留
https://stats47.jp/ranking/gross-prefectural-income-growth-rate-nominal-h23,2026-02-24,保留
https://stats47.jp/ranking/ssdse-f-precip-over-100,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb072013,2026-02-24,保留
https://stats47.jp/ranking/ssdse-f-pressure-sea-level,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb110006,2026-02-24,保留
https://stats47.jp/ranking/social-education-expenses-prefecture,2026-02-24,保留
https://stats47.jp/ranking/welfare-office-public-assistance-applications-per-1000-households,2026-02-24,保留
https://stats47.jp/ranking/national-health-insurance-visit-rate-per-1000,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb053001,2026-02-24,保留
https://stats47.jp/ranking/welfare-facility-staff-per-1000-on-assistance,2026-02-24,保留
https://stats47.jp/ranking/elementary-school-teachers-ratio-female,2026-02-24,保留
https://stats47.jp/ranking/ssdse-f-precip-over-50,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb091001,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb092001,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb021101,2026-02-24,保留
https://stats47.jp/ranking/shipment-value-manufacturing-8,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb061002,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb042003,2026-02-24,保留
https://stats47.jp/ranking/disabled-job-ratio-per-1000,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb080010,2026-02-24,保留
https://stats47.jp/ranking/per-capita-social-welfare-expenditure-pref-municipal,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb051202,2026-02-24,保留
https://stats47.jp/ranking/marine-fishery-output-value,2026-02-24,保留
https://stats47.jp/ranking/senior-recreation-home-count-per-100k-65plus,2026-02-24,保留
https://stats47.jp/ranking/disaster-relief-expenses-prefecture,2026-02-24,保留
https://stats47.jp/ranking/disaster-recovery-project-expenses-prefecture,2026-02-24,保留
https://stats47.jp/ranking/non-agricultural-income-ratio,2026-02-24,保留
https://stats47.jp/ranking/housing-expenses-prefecture,2026-02-24,保留
https://stats47.jp/ranking/shipment-value-manufacturing-17,2026-02-24,保留
https://stats47.jp/ranking/municipal-intellectual-disability-consultations-per-100k,2026-02-24,保留
https://stats47.jp/ranking/ssdse-d-mg10,2026-02-24,保留
https://stats47.jp/ranking/ssdse-d-mf022,2026-02-24,保留
https://stats47.jp/ranking/ssdse-d-md21,2026-02-24,保留
https://stats47.jp/ranking/ssdse-d-md07,2026-02-24,保留
https://stats47.jp/ranking/number-of-simple-lodging-facilities,2026-02-24,保留
https://stats47.jp/ranking/inland-fishery-catch,2026-02-24,保留
https://stats47.jp/ranking/food-expenditure-ratio-multi-person-households,2026-02-24,保留
https://stats47.jp/ranking/disaster-recovery-expenses-prefecture,2026-02-24,保留
https://stats47.jp/ranking/average-weight-primary-school-fifth-grade-male,2026-02-24,保留
https://stats47.jp/ranking/ssdse-d-mc16,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb110001,2026-02-24,保留
https://stats47.jp/ranking/simple-life-insurance-contract-amount-per-contract,2026-02-24,保留
https://stats47.jp/ranking/public-assistance-facility-residents-per-1000,2026-02-24,保留
https://stats47.jp/ranking/new-graduate-scheduled-salary-college-male,2026-02-24,保留
https://stats47.jp/ranking/ssdse-f-min-temp-over-25,2026-02-24,保留
https://stats47.jp/ranking/current-savings-balance-multi-person-households,2026-02-24,保留
https://stats47.jp/ranking/monthly-average-actual-working-hours-female-pre2019,2026-02-24,保留
https://stats47.jp/ranking/japan-health-insurance-society-visit-rate-dependents-per-1000,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb012002,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb061006,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb072006,2026-02-24,保留
https://stats47.jp/ranking/japanese-movers-out-male,2026-02-24,保留
https://stats47.jp/ranking/number-of-establishments-agriculture-forestry-fisheries,2026-02-24,保留
https://stats47.jp/ranking/high-school-graduates-job-ratio,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb080001,2026-02-24,保留
https://stats47.jp/ranking/tatami-per-person-rented,2026-02-24,保留
https://stats47.jp/ranking/bamboo-production,2026-02-24,保留
https://stats47.jp/ranking/ssdse-d-mg13,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb021113,2026-02-24,保留
https://stats47.jp/ranking/ssdse-d-mg19,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb080014,2026-02-24,保留
https://stats47.jp/ranking/ssdse-d-mb011,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb051309,2026-02-24,保留
https://stats47.jp/ranking/ssdse-d-md26,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb121108,2026-02-24,保留
https://stats47.jp/ranking/ssdse-f-pressure-local,2026-02-24,保留
https://stats47.jp/ranking/ssdse-f-avg-temp,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb051306,2026-02-24,保留
https://stats47.jp/ranking/unmarried-ratio-male-35-39,2026-02-24,保留
https://stats47.jp/ranking/govt-health-insurance-visit-expense-insured-per-person,2026-02-24,保留
https://stats47.jp/ranking/national-pension-enrollees-type3-per-1000-20-59,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb031003,2026-02-24,保留
https://stats47.jp/ranking/general-project-investment-environmental-sanitation,2026-02-24,保留
https://stats47.jp/ranking/single-person-household-old-population-ratio,2026-02-24,保留
