pagePath,nav_surface,nav_label,eventCount
/themes/population-dynamics,theme_region,38000,1
/themes/population-dynamics,theme_region,39000,1
/themes/population-dynamics,theme_region,4000,1
/themes/population-dynamics,theme_region,40000,1
/themes/population-dynamics,theme_region,41000,1
/themes/population-dynamics,theme_region,42000,1
/themes/population-dynamics,theme_region,43000,1
/themes/population-dynamics,theme_region,44000,1
/themes/population-dynamics,theme_region,45000,1
/themes/population-dynamics,theme_region,5000,1
/themes/population-dynamics,theme_region,6000,1
/themes/population-dynamics,theme_region,7000,1
/themes/population-dynamics,theme_switcher,labor-wages,1
/themes/public-assistance,theme_switcher,labor-wages,1
/themes/real-income,theme_kpi_switcher,actual-income-worker-households-per-month,1
/themes/real-income,theme_kpi_switcher,real-disposable-income,1
/themes/regional-transport,theme_switcher,railway,1
/themes/roads,theme_kpi_switcher,road-length-per-km2,1
/themes/safety,theme_kpi_switcher,accidental-deaths-per-100k,1
/themes/safety,theme_kpi_switcher,building-fire-count-per-100-thousand-people,1
/themes/safety,theme_kpi_switcher,criminal-arrest-rate,1
/themes/safety,theme_kpi_switcher,serious-crime-per-100k,1
/themes/safety,theme_kpi_switcher,suicide-rate-per-100k,1
/themes/safety,theme_kpi_switcher,traffic-accident-count-per-population,1
/themes/safety,theme_kpi_switcher,traffic-accident-deaths-per-100k,1
