code,indicator,unit,category,series,opp,prefAvail,cityAvail,prefUsed,cityUsed,vintage,prefId,cityId
G670002,学習・自己啓発・訓練行動者率（10歳以上）（女）,％,文化・スポーツ,basic,NEW pref,1,0,0,0,0,0000010107,
G6701,学習・研究行動者率（15歳以上）,％,文化・スポーツ,basic,NEW pref,1,0,0,0,0,0000010107,
G670101,学習・研究行動者率（15歳以上）（男）,％,文化・スポーツ,basic,NEW pref,1,0,0,0,0,0000010107,
G670102,学習・研究行動者率（15歳以上）（女）,％,文化・スポーツ,basic,NEW pref,1,0,0,0,0,0000010107,
G6800,趣味・娯楽行動者率（10歳以上）,％,文化・スポーツ,basic,NEW pref,1,0,0,0,0,0000010107,
G680001,趣味・娯楽行動者率（10歳以上）（男）,％,文化・スポーツ,basic,NEW pref,1,0,0,0,0,0000010107,
G680002,趣味・娯楽行動者率（10歳以上）（女）,％,文化・スポーツ,basic,NEW pref,1,0,0,0,0,0000010107,
G6801,趣味・娯楽行動者率（15歳以上）,％,文化・スポーツ,basic,NEW pref,1,0,0,0,0,0000010107,
G680101,趣味・娯楽行動者率（15歳以上）（男）,％,文化・スポーツ,basic,NEW pref,1,0,0,0,0,0000010107,
G680102,趣味・娯楽行動者率（15歳以上）（女）,％,文化・スポーツ,basic,NEW pref,1,0,0,0,0,0000010107,
G6900,テレビ・ラジオ・新聞・雑誌行動者率（10歳以上）,％,文化・スポーツ,basic,NEW pref,1,0,0,0,0,0000010107,
G690001,テレビ・ラジオ・新聞・雑誌行動者率（10歳以上）（男）,％,文化・スポーツ,basic,NEW pref,1,0,0,0,0,0000010107,
G690002,テレビ・ラジオ・新聞・雑誌行動者率（10歳以上）（女）,％,文化・スポーツ,basic,NEW pref,1,0,0,0,0,0000010107,
G6901,テレビ・ラジオ・新聞・雑誌行動者率（15歳以上）,％,文化・スポーツ,basic,NEW pref,1,0,0,0,0,0000010107,
G690101,テレビ・ラジオ・新聞・雑誌行動者率（15歳以上）（男）,％,文化・スポーツ,basic,NEW pref,1,0,0,0,0,0000010107,
G690102,テレビ・ラジオ・新聞・雑誌行動者率（15歳以上）（女）,％,文化・スポーツ,basic,NEW pref,1,0,0,0,0,0000010107,
G7000,インターネットの利用行動者率（10歳以上）,％,文化・スポーツ,basic,NEW pref,1,0,0,0,0,0000010107,
G700001,インターネットの利用行動者率（10歳以上）（男）,％,文化・スポーツ,basic,NEW pref,1,0,0,0,0,0000010107,
G700002,インターネットの利用行動者率（10歳以上）（女）,％,文化・スポーツ,basic,NEW pref,1,0,0,0,0,0000010107,
G710101,延べ宿泊者数（県内）,人泊,文化・スポーツ,basic,NEW pref,1,0,0,0,0,0000010107,
G710102,延べ宿泊者数（県外）,人泊,文化・スポーツ,basic,NEW pref,1,0,0,0,0,0000010107,
G710103,延べ宿泊者数（旅館）,人泊,文化・スポーツ,basic,NEW pref,1,0,0,0,0,0000010107,
G710104,延べ宿泊者数（リゾートホテル）,人泊,文化・スポーツ,basic,NEW pref,1,0,0,0,0,0000010107,
G710105,延べ宿泊者数（ビジネスホテル）,人泊,文化・スポーツ,basic,NEW pref,1,0,0,0,0,0000010107,
G710106,延べ宿泊者数（シティーホテル）,人泊,文化・スポーツ,basic,NEW pref,1,0,0,0,0,0000010107,
G710201,外国人延べ宿泊者数（韓国）,人泊,文化・スポーツ,basic,NEW pref,1,0,0,0,0,0000010107,
G710202,外国人延べ宿泊者数（中国）,人泊,文化・スポーツ,basic,NEW pref,1,0,0,0,0,0000010107,
G710203,外国人延べ宿泊者数（台湾）,人泊,文化・スポーツ,basic,NEW pref,1,0,0,0,0,0000010107,
G710204,外国人延べ宿泊者数（米国）,人泊,文化・スポーツ,basic,NEW pref,1,0,0,0,0,0000010107,
G7103,実宿泊者数,人,文化・スポーツ,basic,NEW pref,1,0,0,0,0,0000010107,
G710301,実宿泊者数（外国人実宿泊者数）,人,文化・スポーツ,basic,NEW pref,1,0,0,0,0,0000010107,
G7104,定員稼働率,％,文化・スポーツ,basic,NEW pref,1,0,0,0,0,0000010107,
G7105,客室稼働率,％,文化・スポーツ,basic,NEW pref,1,0,0,0,0,0000010107,
#H05307,#H05307_汚水処理人口普及率,％,居住,indicator,NEW pref,1,0,0,0,0,0000010208,
#H05308,#H05308_下水道処理人口普及率,％,居住,indicator,NEW pref,1,0,0,0,0,0000010208,
#H0540101,#H0540101_し尿処理人口比率（－2011）,％,居住,indicator,NEW pref,1,0,0,0,0,0000010208,
H140310,エレベーター付き共同住宅数（非木造）,戸,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H140320,高齢者対応型共同住宅数（非木造）,戸,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H140331,高齢者対応型共同住宅数のうちサービス付き高齢者住宅数,戸,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H1610,1991～1995年建築住宅数,住宅,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H1617,1996～2000年建築住宅数,住宅,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H1701,着工居住用建築物数（木造）,棟,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H1702,着工居住用建築物数（鉄骨鉄筋コンクリート造）,棟,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H1703,着工居住用建築物数（鉄筋コンクリート造）,棟,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H1704,着工居住用建築物数（鉄骨造）,棟,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H1705,着工居住用建築物数（コンクリートブロック造）,棟,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H180201,着工新設貸家数（公営）,戸,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H180202,着工新設貸家数（都市再生機構）,戸,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H180302,着工新設分譲住宅数（都市再生機構）,戸,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H1900,滅失住宅戸数,戸,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H1901,除却住宅戸数,戸,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H1902,災害住宅戸数,戸,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H2140,1住宅当たり敷地面積,ｍ2,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H214010,1住宅当たり敷地面積（一戸建）,ｍ2,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H214011,1住宅当たり敷地面積（一戸建・持ち家）,ｍ2,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H214020,1住宅当たり敷地面積（長屋建）,ｍ2,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H214021,1住宅当たり敷地面積（長屋建・持ち家）,ｍ2,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H2202,浴室のある住宅数,住宅,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H223001,高齢者等用設備住宅数（手すりがある）,戸,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H223002,高齢者等用設備住宅数（またぎやすい高さの浴槽）,戸,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H223003,高齢者等用設備住宅数（廊下など車いすで通行可能な幅）,戸,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H223004,高齢者等用設備住宅数（段差のない屋内）,戸,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H223005,高齢者等用設備住宅数（道路から玄関まで車いすで通行可能）,戸,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H223006,高齢者等用設備住宅数（浴室暖房乾燥機）,戸,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H225001,自動火災感知設備あり住宅数（木造）,住宅,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H225002,自動火災感知設備あり住宅数（非木造）,住宅,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H225003,自動火災感知設備あり住宅数（持ち家）,住宅,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H225004,自動火災感知設備あり住宅数（借家）,住宅,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H2260,自動消火設備あり住宅数,住宅,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H226001,自動消火設備あり住宅数（木造）,住宅,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H226002,自動消火設備あり住宅数（非木造）,住宅,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H226003,自動消火設備あり住宅数（持ち家）,住宅,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H226004,自動消火設備あり住宅数（借家）,住宅,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H227001,耐震工事をした住宅数（持ち家・木造）,住宅,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H227002,耐震工事をした住宅数（持ち家・防火木造）,住宅,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H227003,耐震工事をした住宅数（持ち家・非木造）,住宅,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H227006,2019年以降における住宅の耐震改修工事をした持ち家総数,戸,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H2501,着工居住用建築物床面積（木造）,ｍ2,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H2502,着工居住用建築物床面積（鉄骨鉄筋コンクリート造）,ｍ2,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H2503,着工居住用建築物床面積（鉄筋コンクリート造）,ｍ2,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H2504,着工居住用建築物床面積（鉄骨造）,ｍ2,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H2505,着工居住用建築物床面積（コンクリートブロック造）,ｍ2,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H2610,着工新設持家・分譲住宅床面積,ｍ2,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H2700,要修理住宅割合別住宅数（割合（0％））,住宅,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H2701,要修理住宅割合別住宅数（割合（10％未満））,住宅,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H2702,要修理住宅割合別住宅数（割合（10～20％未満））,住宅,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H2703,要修理住宅割合別住宅数（割合（20％以上））,住宅,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H2800,敷地が幅員2ｍ未満の道路に接している住宅数,住宅,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H2801,敷地が幅員2～4ｍ未満の道路に接している住宅数,住宅,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H2802,敷地が幅員4～6ｍ未満の道路に接している住宅数,住宅,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H2803,敷地が幅員6～10ｍ未満の道路に接している住宅数,住宅,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H2804,敷地が幅員10ｍ以上の道路に接している住宅数,住宅,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H2805,敷地が道路に接していない住宅数,住宅,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H2920,最寄りの保育所までの距離が100m未満の住宅に住んでいる主世帯数,世帯,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H2921,最寄りの保育所までの距離が100～200m未満の住宅に住んでいる主世帯数,世帯,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H2922,最寄りの保育所までの距離が200～500m未満の住宅に住んでいる主世帯数,世帯,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H2923,最寄りの保育所までの距離が500～1000m未満の住宅に住んでいる主世帯数,世帯,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H2924,最寄りの保育所までの距離が1000m以上の住宅に住んでいる主世帯数,世帯,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H2930,最寄りの老人デイサービスセンターまでの距離が250m未満の住宅に住んでいる主世帯数,世帯,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H2931,最寄りの老人デイサービスセンターまでの距離が250～500m未満の住宅に住んでいる主世帯数,世帯,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H2932,最寄りの老人デイサービスセンターまでの距離が500～1000m未満の住宅に住んでいる主世帯数,世帯,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H2933,最寄りの老人デイサービスセンターまでの距離が1000～2000m未満の住宅に住んでいる主世帯数,世帯,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H2934,最寄りの老人デイサービスセンターまでの距離が2000m以上の住宅に住んでいる主世帯数,世帯,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H3112,住宅に同居の普通世帯数,世帯,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H3113,住宅以外の建物に居住の普通世帯数,世帯,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H3114,住宅以外の建物に居住の世帯数,世帯,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H3121,住宅に同居の準世帯数,世帯,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H3122,住宅以外の建物に居住の準世帯数,世帯,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H3130,同居世帯数,世帯,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H3230,住宅に住む母子世帯数,世帯,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H3241,住宅に住む高齢単身世帯数（60歳以上の者のみ）,世帯,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H3251,住宅に住む高齢夫婦世帯数（60歳以上の夫婦のみ）,世帯,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H3261,住宅に住む高齢単身世帯数（65歳以上の者のみ）,世帯,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H3271,住宅に住む高齢夫婦世帯数（高齢夫婦のみ）,世帯,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H3321,住宅に同居の準世帯人員,人,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H3322,住宅以外の建物に居住の準世帯人員,人,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H3330,同居世帯人員,人,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H3512,1世帯当たり居住室数（同居の普通世帯）,室,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H3513,1世帯当たり居住室数（住宅以外の建物に居住の普通世帯）,室,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H3514,1世帯当たり居住室数（同居世帯）,室,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H3522,1世帯当たり畳数（同居の普通世帯）,畳,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H3523,1世帯当たり畳数（住宅以外の建物に居住の普通世帯）,畳,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H3524,1人当たり畳数（主世帯）,畳,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H352401,1人当たり畳数（持ち家・主世帯）,畳,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H352402,1人当たり畳数（借家・主世帯）,畳,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H3525,1世帯当たり畳数（同居世帯）,畳,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H3526,世帯１人当たり居住室の畳数（住宅以外の建物に居住の世帯）,畳,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H3660,1世帯当たり延べ面積（住宅に住む一般世帯）,ｍ2,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H3661,1世帯当たり延べ面積（主世帯）,ｍ2,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H366101,1世帯当たり延べ面積（持ち家）,ｍ2,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H3661021,1世帯当たり延べ面積（公営の借家）,ｍ2,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H3661022,1世帯当たり延べ面積（公団・公社の借家）,ｍ2,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H366103,1世帯当たり延べ面積（民営の借家）,ｍ2,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H366104,1世帯当たり延べ面積（給与住宅）,ｍ2,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H3662,1世帯当たり延べ面積（住宅に住む母子世帯）,ｍ2,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H3670,1人当たり延べ面積（住宅に住む一般世帯）,ｍ2,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H3671,1人当たり延べ面積（主世帯）,ｍ2,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H367101,1人当たり延べ面積（持ち家）,ｍ2,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H3671021,1人当たり延べ面積（公営の借家）,ｍ2,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H3671022,1人当たり延べ面積（公団・公社の借家）,ｍ2,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H367103,1人当たり延べ面積（民営の借家）,ｍ2,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H367104,1人当たり延べ面積（給与住宅）,ｍ2,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H3672,1人当たり延べ面積（住宅に住む母子世帯）,ｍ2,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H3673,1人当たり延べ面積（住宅に住む高齢単身世帯）,ｍ2,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H3675,1人当たり延べ面積（住宅に住む高齢夫婦世帯）,ｍ2,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H3710,最低居住水準以上の主世帯数,世帯,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H371001,最低居住水準以上の主世帯数（持ち家）,世帯,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H371002,最低居住水準以上の主世帯数（借家）,世帯,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H3711,最低居住水準以上の主世帯数（65歳未満の単身）,世帯,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H3712,最低居住水準以上の主世帯数（65歳以上の単身）,世帯,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H3713,最低居住水準以上の主世帯数（夫婦のみ）,世帯,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H3717,最低居住水準以上の主世帯数（夫婦と18歳未満及び65歳以上の者）,世帯,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H3720,誘導居住水準以上の主世帯数,世帯,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H372001,誘導居住水準以上の主世帯数（持ち家）,世帯,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H372002,誘導居住水準以上の主世帯数（借家）,世帯,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H3721,誘導居住水準以上の主世帯数（65歳未満の単身）,世帯,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H3722,誘導居住水準以上の主世帯数（65歳以上の単身）,世帯,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H3723,誘導居住水準以上の主世帯数（夫婦のみ）,世帯,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H3727,誘導居住水準以上の主世帯数（夫婦と18歳未満及び65歳以上の者）,世帯,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H3801,現住居敷地所有普通世帯数,世帯,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H3802,現住居敷地以外の宅地など所有普通世帯数,世帯,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H380201,現住居敷地以外の宅地など所有普通世帯数（持ち家）,世帯,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H380202,現住居敷地以外の宅地など所有普通世帯数（持ち家以外）,世帯,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H3803,現住居敷地以外の宅地など所有件数,件,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H380301,現住居敷地以外の宅地など所有件数（持ち家）,件,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H380302,現住居敷地以外の宅地など所有件数（持ち家以外）,件,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H3804,現住居以外の住宅所有普通世帯数,世帯,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H380410,現住居以外の所有住宅数,戸,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H380411,現住居以外の所有住宅数（親族居住用）,戸,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H380412,現住居以外の所有住宅数（二次的住宅・別荘用）（空き家）,戸,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H380413,現住居以外の所有住宅数（貸家用）,戸,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H3805,現住居以外の住宅所有主世帯数,世帯,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H380510,現住居以外の所有住宅数（主世帯）,戸,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H380511,現住居以外の所有住宅数（主世帯）（親族居住用）,戸,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H380512,現住居以外の所有住宅数（主世帯）（二次的住宅・別荘用）（空き家）,戸,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H380513,現住居以外の所有住宅数（主世帯）（貸家用）,戸,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H3806,現住居敷地所有主世帯数,世帯,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H3807,現住居敷地以外の宅地など所有主世帯数,世帯,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H380701,現住居敷地以外の宅地など所有主世帯数（持ち家）,世帯,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H380702,現住居敷地以外の宅地など所有主世帯数（借家）,世帯,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H3809,現住居敷地以外の宅地など所有件数（主世帯）,件,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H380901,現住居敷地以外の宅地など所有件数（主世帯）（持ち家）,件,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H380902,現住居敷地以外の宅地など所有件数（主世帯）（借家）,件,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H4101,専用住宅の1畳当たり家賃・間代,円,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H410110,専用住宅の1畳当たり家賃・間代（公営の借家）,円,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H410133,専用住宅の1畳当たり家賃・間代（民営借家・非木造）,円,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H410134,専用住宅の1畳当たり家賃・間代（民営借家・木造）,円,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H410301,3.3m2当たり家賃（公営賃貸住宅）,円,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H410302,3.3m2当たり家賃（民営賃貸住宅）,円,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H410410,専用住宅の1畳当たり家賃（公営の借家）,円,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H410420,専用住宅の1畳当たり家賃（都市再生機構（ＵＲ）・公社の借家）,円,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H410431,専用住宅の1畳当たり家賃（民営借家）,円,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H410432,専用住宅の1畳当たり家賃（給与住宅）,円,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H4210,3.3m2当たり住宅敷地価額,百円,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H510101,電灯使用電力量,百万ｋｗｈ,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H5104,発電電力量,ＭＷｈ,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H5105,電力需要量,ＭＷｈ,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H5202,都市ガスメーター調定数,個,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H5205,ガソリン販売量,ｋｌ,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H5206,都市ガス販売量,千ＭＪ,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H530102,簡易水道給水人口,人,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H530103,専用水道給水人口,人,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H540302,下水道処理区域人口,人,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H5616,最終処分場埋立容量,ｍ3／年度,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H5617,最終処分場残余容量,ｍ3,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H610102,織物・衣服・身の回り品小売店数（事業所・企業統計調査結果）,事業所,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H610103,飲食料品小売店数（事業所・企業統計調査結果）,事業所,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H610501,総合スーパー数,事業所,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H610503,専門スーパー数,事業所,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H610505,その他のスーパー数,事業所,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H610506,広義ドラッグストア数,事業所,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H610701,理容所数,施設,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H610702,美容所数,施設,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H6108,クリーニング業数,施設,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H6120,給油所数,箇所,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H620101,各種商品小売業売場面積,ｍ2,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H620102,織物・衣服・身の回り品小売業売場面積,ｍ2,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H620103,飲食料品小売業売場面積,ｍ2,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H620104,自動車・自転車小売業売場面積,ｍ2,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H620105,家具・じゅう器・家庭用機械器具小売業売場面積,ｍ2,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H620106,その他の小売業売場面積,ｍ2,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H7111,道路実延長（主要道路）,ｋｍ,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H712101,舗装道路実延長（一般国道）,ｋｍ,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H712102,舗装道路実延長（主要地方道）,ｋｍ,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H712103,舗装道路実延長（一般都道府県道）,ｋｍ,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H7150,自動車走行台キロ,千台・km/12ｈ,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H7160,道路平均交通量,台/12ｈ,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H720905,原動機付自転車台数（特定小型）,台,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H730208,自市区町村内通勤・通学者数（利用交通手段が2種類）,人,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H730209,自市区町村内通勤・通学者数（利用交通手段が3種類以上）,人,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H730210,自市区町村内通勤・通学者数（オートバイ）,人,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H730211,自市区町村内通勤・通学者数（自転車）,人,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H730212,自市区町村内通勤・通学者数（ハイヤー・タクシー）,人,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H730213,自市区町村内通勤・通学者数（その他）,人,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H730301,県内他市区町村への通勤・通学者数（徒歩だけ）,人,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H730302,県内他市区町村への通勤・通学者数（鉄道・電車）,人,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H730303,県内他市区町村への通勤・通学者数（乗合バス）,人,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H730304,県内他市区町村への通勤・通学者数（勤め先・学校のバス）,人,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H730305,県内他市区町村への通勤・通学者数（自家用車）,人,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H730308,県内他市区町村への通勤・通学者数（利用交通手段が2種類）,人,居住,basic,NEW pref,1,0,0,0,0,0000010108,
H730309,県内他市区町村への通勤・通学者数（利用交通手段が3種類以上）,人,居住,basic,NEW pref,1,0,0,0,0,0000010108,
